seller_id,num_orders,total_revenue,avg_order_value,avg_freight,num_unique_products,main_category,avg_review_score,seller_state,seller_lat,seller_lng,num_states_served,num_customers,delay_rate,cluster
01c97ebb5cdac52891c0ed1c37ba0012,9,577.5,48.125,14.875,3,computers_accessories,4.083333333333333,SP,-21.12102843224972,-48.97081828471117,4,9,0.0,0
01cf7e3d21494c41fb86034f2e714fa1,61,9729.36,145.21432835820897,29.98238805970149,21,air_conditioning,4.212121212121212,PR,-26.044305666376307,-53.06371355213211,10,61,0.0508474576271186,0
01ed254b9ff8407dfb9d99ba1e17d923,5,1465.99,293.198,13.544,2,watches_gifts,5.0,SP,-23.522840094345344,-46.1955458411618,3,5,0.0,0
01fd077212124329bac32490e8ef80d9,31,1208.0,30.97435897435897,14.752820512820511,12,health_beauty,4.307692307692308,SP,-21.13412286466589,-47.745779042280645,8,31,0.032258064516129,0
01fdefa7697d26ad920e9e0346d4bd1b,129,14921.43,113.90404580152672,21.134656488549616,21,health_beauty,4.346153846153846,PR,-23.331336816395314,-51.17724545430463,10,129,0.0625,0
0241d4d5d36f10f80c644447315af0bd,238,31397.7,127.6329268292683,27.86142276422764,56,furniture_decor,4.306122448979592,PR,-25.469973555313803,-49.30737230197126,18,238,0.0588235294117647,0
0249d282d911d23cb8b869ab49c99f53,11,393.0,35.72727272727273,12.625454545454543,4,sports_leisure,4.2727272727272725,SP,-23.59696486626193,-46.69861843897608,4,11,0.1818181818181818,0
024b564ae893ce8e9bfa02c10a401ece,2,706.4000000000001,88.30000000000001,26.5,2,market_place,4.75,SP,-23.58355120189348,-46.53738366780584,2,2,0.0,0
028872bfa080090a9d0abd4f1af168f8,1,70.5,23.5,15.79,1,unknown,5.0,MG,-19.81442653242685,-44.02627258634188,1,1,0.0,0
02a2272692e13558373c66db98f05e2e,2,54.98,27.49,19.435,2,telephony,3.0,RJ,-22.90568600024909,-43.177156307060464,2,2,0.0,0
02b72cdeb9cfcc429f1af6f4e3f3b737,4,522.65,130.6625,56.4975,3,baby,4.75,SP,-21.75732063771276,-48.82974353343716,3,4,0.0,0
02c988090b766852e088c69d7fb3b551,13,1618.65,95.21470588235294,12.841176470588236,11,signaling_and_security,4.6875,SP,-22.72062533010144,-47.30723687984722,5,13,0.0,0
02d35243ea2e497335cd0f076b45675d,14,5794.0,362.125,37.871875,3,furniture_decor,2.6875,RN,-5.8402480652230375,-35.20793075034625,8,14,0.3571428571428571,0
02dcd3e8e25bee036e32512bcf175493,14,1491.9,87.75882352941177,18.36294117647059,7,stationery,3.588235294117647,MG,-19.938768933234908,-44.03834169825095,6,14,0.3076923076923077,0
02ecc2a19303f05e59ce133fd923fff7,21,5264.19,219.34125,19.925416666666667,17,garden_tools,4.541666666666667,SP,-23.68151425230396,-46.50092180775807,10,21,0.0,0
02f5837340d7eb4f653d676c7256523a,30,3883.05,129.435,19.361,3,luggage_accessories,4.833333333333333,PR,-25.45888097171205,-49.28489400818676,5,30,0.0333333333333333,0
02f623a8eb246f3c5f7c2f96462654e6,44,6378.0,144.95454545454547,18.855227272727276,23,sports_leisure,4.558139534883721,SP,-22.874881658404487,-48.43575338563228,9,44,0.0909090909090909,0
0307f7565ff85b299b6e5ef162b1b1a9,7,4728.8,675.5428571428572,39.25285714285714,6,cool_stuff,3.142857142857143,SP,-20.83620882180299,-49.38807095699605,5,7,0.0,0
0336182e1b3e92f029d5354832045fdf,1,29.8,14.9,8.785,2,furniture_decor,2.0,SP,-21.75732063771276,-48.82974353343716,1,1,0.0,0
034b9387752bfa309f350a70cd45ffa3,8,96.0,12.0,18.0325,2,toys,4.5,SC,-26.9182168346561,-49.09395375152909,4,8,0.0,0
038b75b729c8a9a04b0d07cba7eabe86,2,467.0,233.5,45.425,1,housewares,3.5,SP,-23.224372002311345,-45.88205980388528,2,2,0.5,0
039b29ff3b3473435d0cd59040575de9,9,114.9,12.766666666666667,11.183333333333334,7,music,4.444444444444445,SP,-23.680644946961863,-46.34951520939184,4,9,0.0,0
039e6ad9dae79614493083e241147386,5,12925.0,2585.0,69.684,4,garden_tools,4.0,SP,-23.54761002719388,-46.499776496197256,4,5,0.2,0
03a2a6dcbe45d639c4dc2a0d24769c40,9,1078.41,119.82333333333334,19.13888888888889,7,garden_tools,4.111111111111111,SP,-23.671406718740272,-46.43026745047072,5,9,0.1111111111111111,0
03bd479e1d9484cdb14104d3023f7321,3,359.70000000000005,119.90000000000002,19.24,3,auto,4.333333333333333,MG,-18.8916159627286,-48.28981551637612,3,3,0.3333333333333333,0
0417b067eeab773d2f7061a726dc477f,13,1859.18,143.01384615384617,49.42846153846154,11,auto,3.923076923076923,SC,-26.23219397821858,-49.411882265954304,6,13,0.3076923076923077,0
042573af89b6d931f672efaf789d8358,3,413.48,137.82666666666668,21.69666666666667,3,small_appliances,3.6666666666666665,SP,-23.5027546265632,-47.43045059256107,2,3,0.3333333333333333,0
04308b1ee57b6625f47df1d56f00eedf,94,60130.6,639.6872340425532,32.49351063829787,20,health_beauty,3.882978723404255,SC,-27.15657253033492,-48.50320378589786,20,94,0.1195652173913043,0
0432ead42b6c8a0bdf68154add917fdf,85,7792.1,86.5788888888889,13.416888888888888,56,toys,4.477777777777778,SP,-23.66003087272816,-46.44151148849927,17,85,0.0365853658536585,0
044668ccd5316b12a7cf0d54a156e3e9,3,137.8,34.45,13.3875,1,food,5.0,SP,-23.53246342609349,-46.77954307516129,3,3,0.0,0
04843805947f0fc584fc1969b6e50fe7,1,1400.0,700.0,37.38,1,bed_bath_table,5.0,RS,-29.60528689356289,-51.16427789211877,1,1,1.0,0
048c2757535328e0d7dac690ad3c0aae,51,9264.78,181.6623529411765,25.221176470588237,20,fashion_shoes,4.18,SP,-20.53661375955687,-47.43358387554184,20,51,0.14,0
04aa0a1c5ce6b222003403a3e11c3cc0,11,5518.0,324.5882352941176,48.32411764705882,8,auto,3.5294117647058822,SP,-22.641854186411003,-47.18938510071239,8,11,0.1818181818181818,0
04aba03279157f6d4e0fe8ccaf21963c,16,2575.9,160.99375,21.651875,12,health_beauty,4.3125,RJ,-21.55285988163456,-42.19618878044136,6,16,0.0666666666666666,0
04e38a233f726ef161074ab1c9b0399a,23,1352.2,48.29285714285714,16.395357142857144,11,sports_leisure,3.7857142857142856,SP,-23.5430952700848,-46.63105919621764,8,23,0.1578947368421052,0
04ee0ec01589969663ba5967c0e0bdc0,1,289.49,289.49,24.83,1,arts_and_craftmanship,5.0,RS,-29.430823732155336,-51.99377718667392,1,1,0.0,0
04fdea0c111866e6cf812f1570d6b5bd,10,1055.0,105.5,20.695,2,computers_accessories,3.2,SP,-23.55384247002896,-46.41230835575103,8,10,0.125,0
0509040ea3fe50071181bbc359eb7738,89,3737.95,38.14234693877551,14.74642857142857,34,sports_leisure,4.5,MG,-19.840041680680123,-43.95933923847522,17,89,0.0689655172413793,0
052577151711aec5c744fe12e66db3e1,4,2748.0,687.0,55.605,1,small_appliances,2.25,SC,-26.88932240353919,-49.35056297333393,4,4,0.0,0
054694fa03fe82cec4b7551487331d74,21,9983.1,453.7772727272728,32.75681818181818,15,small_appliances,3.363636363636364,SP,-21.31499774715289,-49.055417305075984,8,21,0.3,0
056b4ada5bbc2c50cc7842547dda6b51,65,12333.39,186.86954545454543,19.78818181818182,23,watches_gifts,4.123076923076923,RJ,-22.73701486100054,-43.56361873677636,13,65,0.109375,0
0570350b23eda5444f8d1d9544932058,6,626.9,56.99090909090909,11.350909090909092,3,perfumery,5.0,SP,-23.51387705958752,-46.75621774505109,4,6,0.0,0
05730013efda596306417c3b09302475,4,952.0,238.0,54.1675,4,furniture_decor,5.0,SC,-28.678033689593565,-49.33883528084044,3,4,0.0,0
058cb5aeb36d7c0fcae20fc85d5e0a59,12,1328.0,102.15384615384616,59.95538461538461,8,luggage_accessories,3.3846153846153846,RJ,-22.83290297152516,-43.41230278119793,7,12,0.0909090909090909,0
058fd0aa2bfdb2274e05e1ae971dabb6,61,7667.9,119.8109375,13.8734375,11,perfumery,4.390625,SP,-23.66182986287071,-46.526935182825184,12,61,0.0666666666666666,0
05a48cc8859962767935ab9087417fbb,1,42.9,42.9,16.49,1,garden_tools,5.0,SP,-23.57983030302489,-46.75751352696019,1,1,0.0,0
05a940b4ecae36cadfd8e93bd9c43257,10,952.0,95.2,19.694,9,cool_stuff,3.9,GO,-16.69394476413473,-49.2969943378018,7,10,0.0,0
05aebce0b5c8f0d41b29b686f2d05fd3,2,74.99000000000001,37.495000000000005,22.945,2,garden_tools,5.0,SP,-23.60567392342068,-46.481512620852826,1,2,0.5,0
05ca864204d09595ae591b93ea9cf93d,1,179.9,179.9,8.52,1,consoles_games,5.0,SP,-23.498520694082107,-46.85053707630061,1,1,1.0,0
05d2173d43ea568aa0540eba70d2ca76,62,5759.66,87.26757575757576,25.443484848484847,48,auto,4.0,MG,-21.42217278248631,-45.96434436535584,11,62,0.064516129032258,0
05e107217c7266362fd44b75b2cd4cc4,5,193.38,24.172500000000003,10.25125,3,stationery,4.125,SP,-23.56033909413364,-46.75091587091028,2,5,0.4,0
05f51e13da97139648b8125c31e5f51b,60,13769.01,218.5557142857143,32.05222222222222,21,baby,4.095238095238095,MG,-19.869927909222344,-43.919706450313775,13,60,0.1578947368421052,0
05feb94f19d094d4b0f9281f0b1d4c99,6,9353.0,1558.8333333333333,116.17333333333332,2,garden_tools,4.5,SP,-23.54339460016357,-46.262085681846166,5,6,0.0,0
05ff92fedb5be47920fea08e501238b9,59,21992.78,354.7222580645161,29.280483870967743,16,cool_stuff,4.209677419354839,RS,-28.290552519798347,-54.262511433078906,19,59,0.0526315789473684,0
062c325cd6a2b87845fab56b4ec2eeae,2,133.22,66.61,11.93,2,baby,5.0,SP,-23.518635254069054,-46.41380664707032,1,2,0.0,0
062ce95fa2ad4dfaedfc79260130565f,55,7521.0,125.35,20.00733333333333,14,furniture_decor,3.966666666666667,RS,-29.44657988996659,-51.961201913641,10,55,0.037037037037037,0
06532f10282704ef4c69168b914b77be,8,10220.5,1135.611111111111,77.58222222222223,8,garden_tools,4.222222222222222,PR,-23.45682094005969,-52.03990549710547,6,8,0.0,0
06579cb253ecd5a3a12a9e6eb6bf8f47,62,4727.2,65.65555555555555,20.82513888888889,11,housewares,3.763888888888889,SP,-23.57923601959564,-46.65382977275745,9,62,0.1311475409836065,0
066a6914e1ebf3ea95a216c73a986b91,68,9410.38,127.16729729729728,23.04824324324324,44,sports_leisure,3.9726027397260273,PR,-25.52417941764146,-54.56954811777931,10,68,0.0303030303030303,0
0691148aee60ca47977c187804f935ae,47,5868.51,110.72660377358493,28.130943396226417,37,sports_leisure,3.990566037735849,PR,-23.31812709264708,-51.15713642282817,11,47,0.0217391304347826,0
0692610d8abe24f287e9fae90ea0bbee,4,173.99,43.4975,7.9325,3,computers_accessories,4.0,SP,-23.472814658449074,-46.60072914501389,1,4,0.25,0
06a2c3af7b3aee5d69171b0e14f0ee87,392,36408.95,89.89864197530864,29.97849382716049,44,health_beauty,4.0,MA,-2.5012422006260024,-44.24816336596761,25,392,0.2313624678663239,1
06bb3a2fe5e7b7a845b13e8fb91bd944,17,1536.19,85.3438888888889,18.11888888888889,14,health_beauty,4.611111111111111,MG,-19.838414207271068,-43.91567119293642,7,17,0.0,0
06df0c10d34e459d9672bc77388742eb,26,9070.0,302.3333333333333,17.525666666666666,1,sports_leisure,4.366666666666666,PR,-23.42413885933309,-51.89568585707489,6,26,0.1153846153846153,0
06e5eefc71ec47ae763c5c6f8db7064f,92,22188.56,233.56378947368424,23.087157894736844,35,computers_accessories,3.903225806451613,RS,-30.015528344866176,-51.16270825237461,15,92,0.0222222222222222,0
07017df32dc5f2f1d2801e579548d620,8,946.49,105.16555555555556,20.194444444444443,3,telephony,4.111111111111111,PB,-7.114710808753138,-34.85561616256579,7,8,0.0,0
070d165398b553f3b4b851c216b8a358,32,3393.16,87.00410256410257,25.73307692307693,11,pet_shop,3.5,SP,-23.58843786389451,-46.51144073547189,8,32,0.1612903225806451,0
0725b8c0f3f906e58f70cbe76b7c748c,17,2190.3,59.1972972972973,19.342972972972973,15,housewares,3.581081081081081,SP,-23.47757819572213,-46.54104308769279,6,17,0.375,0
0743a0239d764b9a0f959a57d07e36ab,4,336.96,84.24,16.565,2,food,4.75,SP,-23.58741915450063,-46.5814353327921,3,4,0.0,0
0747d5bb69f0586cc869d8af4c50f93e,14,346.6,23.106666666666666,13.926,10,perfumery,3.466666666666667,RJ,-22.923756548355588,-42.50447966854643,7,14,0.0833333333333333,0
0761743cbffb25d7148189e9f1a5f03a,3,241.2,34.457142857142856,12.314285714285717,3,health_beauty,4.285714285714286,SP,-21.20131082333704,-47.7779524735565,2,3,0.0,0
077c5fae4bea9500e3737b16f71b9d3a,4,106.8,17.8,11.74,3,housewares,4.666666666666667,SP,-23.53173194533856,-47.49980351058789,2,4,0.0,0
0791d9fc1e30678ecf03d3e55fa108d3,5,842.0,76.54545454545455,16.99909090909091,5,housewares,2.727272727272727,MG,-19.89649067170408,-43.96875730467175,3,5,0.0,0
079d295dcbf06ee8bb1b65ba964eb2b6,5,349.3,34.93,19.079,3,construction_tools_construction,4.8,SP,-23.50697691302585,-46.57712086357543,4,5,0.0,0
07a9bc7f61396b658ddf3ac534efe44c,1,119.9,119.9,15.59,1,toys,3.5,SP,-23.50194675411805,-46.69850016324396,1,1,0.0,0
07bf9669d84d1f11be443a9dd938f698,18,1776.0,74.0,26.925833333333333,11,kitchen_dining_laundry_garden_furniture,3.25,SP,-23.6628433978514,-46.71802738661013,9,18,0.0,0
07d75e33f2750d97d467fb57e4dfdd8a,2,722.4,361.2,18.595,2,computers_accessories,2.5,SP,-23.51865496410495,-46.59365984819463,2,2,0.0,0
07de60b03d150fb3ea09eab5da5e4c8b,9,719.1,79.9,18.87777777777778,4,bed_bath_table,4.333333333333333,SP,-21.75732063771276,-48.82974353343716,3,9,0.1111111111111111,0
07e8e8fc5222bb358e6f259da3197074,2,51.8,25.9,11.53,2,unknown,4.0,SP,-23.596691922335097,-46.600517415347056,2,2,0.0,0
080102cd0a76b09e0dcf55fcacc60e05,124,5716.78,43.97523076923077,16.891769230769228,43,computers_accessories,4.492307692307692,MG,-19.894574207526336,-43.93123458184847,19,124,0.040983606557377,0
080199a181c46c657dc5aa235411be3b,79,14504.2,174.74939759036147,12.53831325301205,40,auto,4.609756097560975,SP,-23.528549092116897,-46.77978832664409,9,79,0.0253164556962025,0
08061dc0fc165ed41288cc7acde738ee,4,123.8,30.95,14.605,3,computers_accessories,4.5,SP,-23.55807593943666,-46.7760209639108,3,4,0.25,0
08084d990eb3f53af056ccbc1730c8a7,12,372.5,31.041666666666668,19.524166666666662,3,electronics,4.454545454545454,SP,-23.517499589303576,-46.53574289589707,6,12,0.0,0
081acf3de680d554796c9cf041be7bc2,4,1597.3,199.6625,25.6875,4,furniture_decor,4.125,MG,-19.731097253636868,-43.94146568879755,4,4,0.3333333333333333,0
082e0bf4cb865a6533b1e8e498cc0255,11,2073.3,90.14347826086956,43.08826086956522,17,garden_tools,3.3043478260869565,SP,-22.86605277327737,-48.46069203327626,7,11,0.1818181818181818,0
085f6f7e049c996695fb2074fe38d45e,6,305.4,38.175,16.32,6,housewares,3.625,SP,-23.02428090518156,-45.55908211584209,4,6,0.0,0
08633c14ef2db992c11f840f04fad4cd,74,7644.3,78.80721649484536,14.685773195876289,16,sports_leisure,4.237113402061856,SP,-23.73885547032336,-46.447140971353605,13,74,0.0684931506849315,0
0873d9f8f36123f8d910f4760e788cfb,6,7265.59,1210.9316666666666,26.843333333333334,6,telephony,3.1666666666666665,SP,-23.498520694082107,-46.85053707630061,4,6,0.4,0
0885aaf116795758dfeb5f1032487bcd,28,2648.0,88.26666666666667,17.144000000000002,20,bed_bath_table,4.2,SP,-23.52039186756291,-46.37405086923973,9,28,0.037037037037037,0
0887a9f087bcd5d9f6642b52f897fc6c,12,1642.0,136.83333333333334,18.3625,3,telephony,4.416666666666667,SP,-25.009292746688903,-47.93195710361432,8,12,0.0833333333333333,0
08ad4ac1388e4420ca531c3edfc46198,6,221.62,31.66,12.721428571428572,5,pet_shop,2.7142857142857144,SP,-23.557647455396506,-46.93978258666853,3,6,0.0,0
08cdbae123ff67ca4e36d9d641ce0119,4,3098.99,516.4983333333333,182.745,3,furniture_living_room,2.5,MG,-21.113687113557148,-42.937331269957205,3,4,0.5,0
08d0949a9a17c027262db1f3c450c26c,12,324.8,27.066666666666663,19.42,9,furniture_decor,3.7083333333333335,PR,-24.986482985801874,-53.49319710647036,7,12,0.0,0
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,538.0,538.0,67.57,1,furniture_decor,5.0,MG,-19.90491827268254,-43.93689170249609,1,1,0.0,0
08d2d642cf72b622b14dde1d2f5eb2f5,17,914.0,43.523809523809526,15.298095238095238,8,stationery,4.45,SP,-22.15880124499385,-49.96150594898236,7,17,0.1875,0
08f5819815f3d06545011850bd70f0a8,3,452.0,150.66666666666666,23.61,3,health_beauty,4.666666666666667,SP,-23.95460047631287,-46.3377311534732,3,3,0.0,0
091065b789659bc3cd9af9cb3a6253ff,2,1359.0,679.5,42.685,1,cool_stuff,3.5,RS,-29.949839227216543,-51.16849385835352,2,2,0.0,0
0936e1837d0c79253456bbb2ffaaef10,1,38.9,19.45,15.56,1,garden_tools,5.0,SP,-23.51734415478188,-46.61213522693959,1,1,0.0,0
093805f8f2aeb63881444571e1f48f30,22,1215.79,45.029259259259256,12.738518518518518,18,health_beauty,3.814814814814815,SP,-23.510107869522784,-46.78735481666445,9,22,0.0454545454545454,0
094ced053e257ae8cae57205592d6712,19,1519.2,79.9578947368421,24.15947368421053,13,health_beauty,4.052631578947368,SP,-21.191022995550163,-47.76791416876063,8,19,0.0,0
0951a6e282947e09cd47969f4ed0b47f,7,492.3,70.32857142857144,12.574285714285711,2,perfumery,4.857142857142857,SP,-23.611337140429217,-46.76074871248159,4,7,0.0,0
09883d9ab71c8fe8a9bfc7fc3075b07e,5,329.5,65.9,15.334,5,health_beauty,3.4,SP,-23.492699699120703,-46.42102612749889,4,5,0.25,0
099095b050cfe8eb1ddff5317587e96e,17,5193.83,259.6915,35.766,11,housewares,2.95,SP,-23.548689156518986,-46.56553813802192,5,17,0.1875,0
09bad886111255c5b5030314fc7f1a4a,5,487.5,97.5,14.572,1,art,5.0,SP,-23.544921826153427,-46.631931335611945,2,5,0.0,0
09f952a5f58d2285b0372551ae8f9b01,50,11821.5,211.09821428571428,27.231428571428573,11,furniture_decor,3.875,SP,-23.7063160180378,-46.556956230405845,14,50,0.0625,0
0a198e95d32b1be2da9424c962a6ebfa,1,69.99,69.99,16.68,1,garden_tools,5.0,MG,-19.954716106653933,-44.0389637446662,1,1,0.0,0
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,462.0,231.0,11.4,2,construction_tools_construction,5.0,SP,-23.59701793763902,-46.74276541469741,1,2,0.0,0
0a85ebe4e328db81ac9109781205e2f7,12,667.9,55.65833333333333,11.479166666666666,8,furniture_decor,4.583333333333333,SP,-23.24740332174398,-46.85464065410208,3,12,0.0833333333333333,0
0aa124728afc1131dff5655f4c6f487b,2,850.92,425.46,53.93,2,auto,1.0,MG,-21.42217278248631,-45.96434436535584,2,2,0.0,0
0aa2205ca24f113f4658a5c536667426,4,815.62,74.14727272727272,15.68,3,stationery,2.8181818181818183,SP,-23.60621311762108,-46.60917170458759,3,4,0.0,0
0ac4201fda2c68ebc0e47cb9423cf3c9,13,1676.88,119.77714285714286,16.71357142857143,4,health_beauty,4.285714285714286,SP,-23.571576957365867,-46.56366058582025,8,13,0.0769230769230769,0
0ad80de75c811326389cfb1daba7d45e,6,1449.4,241.5666666666667,19.22,6,toys,5.0,RJ,-22.92401542829238,-43.213547671608914,5,6,0.0,0
0adac9fbd9a2b63cccaac4f8756c1ca8,110,15960.95,112.40105633802816,17.60049295774648,66,housewares,3.8865248226950353,SP,-23.08550507419915,-46.95954096067056,13,110,0.0660377358490566,0
0ade5cc4a305ed7093a23f68ca47519c,2,158.88,79.44,21.195,2,auto,5.0,PR,-25.483878697680183,-49.272408707514224,2,2,0.0,0
0aea4c6ae1505b3228ddf3dd7822ee5b,8,1427.91,178.48875,18.96875,8,watches_gifts,3.875,SP,-23.485222804707004,-47.45986989975185,5,8,0.25,0
0af2ab31141893d26aca5a404a537dab,1,59.0,59.0,15.51,1,computers_accessories,5.0,SP,-23.550472430843698,-46.53884595688125,1,1,0.0,0
0af977692321d895349eded183341d28,2,257.75,128.875,9.735,2,pet_shop,4.5,SP,-23.95674767368625,-46.34527196911746,1,2,0.0,0
0afccdb8a34ee5c79f7c06faf2b4d56e,25,1225.5,49.02,15.531199999999998,10,telephony,4.041666666666667,MG,-18.913247873843886,-48.27821224449974,9,25,0.0833333333333333,0
0b09101900100c0e9d312861fad5a1b9,1,153.75,153.75,14.61,1,furniture_decor,4.0,SP,-23.554397891852155,-46.59568963440545,1,1,0.0,0
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,1416.76,472.2533333333333,44.626666666666665,3,auto,4.666666666666667,SP,-23.47264130837401,-46.55405162314026,3,3,0.0,0
0b18d63d0cd1d723567903fd34a07df2,9,1678.14,119.86714285714284,18.992142857142856,9,auto,4.785714285714286,SP,-23.49202403381399,-46.728984060453946,5,9,0.0,0
0b1ca3ef18a63d7eb0c8897fa0849c08,1,55.0,55.0,7.87,1,health_beauty,5.0,SP,-23.53171637882901,-47.14867075932756,1,1,0.0,0
0b35c634521043bf4b47e21547b99ab5,51,13533.65,173.50833333333333,18.911410256410257,39,construction_tools_construction,3.493506493506493,PR,-25.371975656252413,-50.462083835822334,9,51,0.1632653061224489,0
0b36063d5818f81ccb94b54adfaebbf5,1,765.0,51.0,1.2,1,garden_tools,5.0,SC,-26.46736049454127,-49.09306183541264,1,1,0.0,0
0b3f27369a4d8df98f7eb91077e438ac,2,146.51,73.255,12.44,2,furniture_decor,4.0,SP,,,1,2,0.0,0
0b46f784306be7200ca1700aa55d819f,1,19.9,19.9,10.96,1,auto,5.0,MG,-19.90671219475644,-43.94889650258168,1,1,0.0,0
0b64bcdb0784abc139af04077d49a20e,4,137.6,34.4,17.052500000000002,2,health_beauty,4.75,RS,-29.88532995305924,-51.17823714857105,1,4,0.0,0
0b90b6df587eb83608a64ea8b390cf07,164,28592.32,136.15390476190476,17.215809523809526,46,computers_accessories,4.002392344497608,PR,-23.38247209396673,-51.927966489669885,14,164,0.037037037037037,0
0bae85eb84b9fb3bd773911e89288d54,137,7482.21,51.24801369863014,20.028698630136983,45,housewares,4.205479452054795,SP,-26.91187688025883,-48.65639411001171,12,137,0.0073529411764705,0
0bb27263628258b8111a0262769fa9db,1,22.2,22.2,10.96,1,housewares,5.0,SP,-23.531680926472,-46.580702146286285,1,1,0.0,0
0bb738e4d789e63e2267697c42d35a2d,30,2388.3,77.04193548387097,20.720645161290324,4,industry_commerce_and_business,4.580645161290323,SP,-23.531424390734568,-47.13442765046272,10,30,0.0357142857142857,0
0be8ff43f22e456b4e0371b2245e4d01,161,11805.5,65.58611111111111,14.328611111111112,121,sports_leisure,3.894444444444445,SP,-23.69118300968993,-46.67958429464096,18,161,0.0641025641025641,0
0bebbb2cea103a4a020c95d43fd7d754,9,1367.2,151.91111111111113,16.348888888888887,9,health_beauty,4.888888888888889,SP,-23.510207653445484,-46.65788988269824,4,9,0.0,0
0bf0150d5b9d60d9cd2906003332f085,39,5774.6,93.13870967741936,17.705483870967743,15,furniture_decor,3.711864406779661,SP,-23.5829939617234,-46.62112676164033,8,39,0.2051282051282051,0
0bfd0b434243adc5c2e1aa6baf19c6aa,6,371.2,61.86666666666667,10.964999999999998,6,housewares,3.6666666666666665,RJ,-22.93505848017408,-43.33359407042855,5,6,0.0,0
0c7533c71df861ec58ad7ff999ed0e8d,61,2989.3,40.94931506849315,11.975479452054795,29,perfumery,4.082191780821918,SP,-22.97545814072232,-47.00268239234955,13,61,0.05,0
