seller_id,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng,seller_geo_city,seller_geo_state
1444c08e64d55fb3c25f0f09c07ffcf2,42738,lauro de freitas,BA,-12.893166748087063,-38.33787462509412,lauro de freitas,BA
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC,-28.231882617674767,-48.67933195388163,imbituba,SC
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,-15.76795567997682,-47.89101172793277,brasilia,DF
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,-16.432027097855745,-39.07562867228171,porto seguro,BA
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,-23.484769700217907,-46.73414273203396,sao paulo,SP
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,-23.983786906789252,-46.24074680750369,guaruja,SP
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,-21.73706314242179,-48.687600901117015,tabatinga,SP
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,-23.631765715208406,-46.62313404323022,sao paulo,SP
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,-23.202746267669983,-47.295866446946924,salto,SP
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,-27.77657590438832,-54.23551840843681,tres de maio,RS
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,-19.960059611364837,-43.96164848633418,belo horizonte,MG
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,-23.424820380972882,-51.433661455899596,arapongas,PR
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,-23.72523110437849,-46.582035021221365,sao bernardo do campo,SP
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,-23.7639730208048,-46.68808147880211,sao paulo,SP
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,-23.04955173261455,-47.83762131131264,laranjal paulista,SP
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,-25.440487711584133,-49.24440387666875,curitiba,PR
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,-23.467505149821427,-46.577296212716455,sao paulo,SP
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,-28.038737678812907,-48.631463327998624,garopaba,SC
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,-23.54485288651954,-46.496724221497885,sao paulo,SP
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,-22.75549974414299,-46.14001332890425,camanducaia,MG
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,-21.930547778284403,-50.49834751389763,tupa,SP
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,-23.446977376078497,-46.42668333499848,guarulhos,SP
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,-25.499611064183387,-49.17715331430011,sao jose dos pinhais,PR
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,-23.54876817034105,-46.528726088626264,sao paulo,SP
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,-23.62173806132692,-46.6183837748097,sao paulo,SP
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,-15.847901414408227,-48.11250056242789,brasilia,DF
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,-15.781852449476983,-47.934055062534235,brasilia,DF
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,-28.32938171277176,-49.176644834659655,sao ludgero,SC
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,-27.585486027486755,-48.57989012662318,florianopolis,SC
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,-22.71690158165374,-47.64018826320613,piracicaba,SP
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,-30.06578689555878,-51.225993882131974,porto alegre,RS
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,-21.865404185877193,-45.65082349975035,congonhal,MG
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,-19.867541102807987,-43.89948356702756,belo horizonte,MG
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,-19.841600785453995,-43.98022183612361,belo horizonte,MG
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,-23.630386001373815,-46.50749026337425,santo andre,SP
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,-23.621530849176292,-46.69518819682693,sao paulo,SP
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,-23.566932612528717,-46.80093561012173,osasco,SP
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,-22.975458140722314,-47.00268239234955,valinhos,SP
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,-26.328275192563538,-48.88032525991248,joinville,SC
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,-23.943377092119317,-46.19790613152642,guaruja,SP
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,-22.923756548355588,-42.50447966854643,saquarema,RJ
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,-26.660970150266756,-48.691953317317825,barra velha,SC
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,-22.408608081087024,-43.13140914649253,petropolis,RJ
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,-29.833102764742073,-50.52008406269422,santo antonio da patrulha,RS
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,-25.094349162546603,-50.16088307377575,ponta grossa,PR
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,-23.463703230285848,-46.85247290281744,santana de parnaiba,SP
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,-23.68151425230396,-46.50092180775807,santo andre,SP
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,-22.005220870242518,-47.85621631942498,sao carlos,SP
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,-23.566292989796676,-46.78782137212703,osasco,SP
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,-21.75732063771276,-48.82974353343716,ibitinga,SP
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,-23.61064127024898,-46.74785398743359,sao paulo,SP
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,-25.542326473535166,-49.182195147235376,sao jose dos pinhais,PR
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,-23.515977900238102,-46.54737185794936,sao paulo,SP
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,-23.489687895881,-46.95291515814414,barueri,SP
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,-23.527692837305906,-46.80134979266691,osasco,SP
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,-29.178216467446862,-51.14868438613908,caxias do sul,RS
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,-23.543150156894836,-46.490101309522785,sao paulo,SP
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,-26.323116974041863,-48.82953141516658,joinville,SC
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,-18.652644433692657,-48.192235480006914,araguari,MG
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,-19.867252389950057,-44.029978433938886,contagem,MG
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,-26.491580915704773,-49.052080771769766,jaragua do sul,SC
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,-21.75732063771276,-48.82974353343716,ibitinga,SP
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,-23.715655922883034,-46.54574782914775,sao bernardo do campo,SP
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,-27.81772374608259,-50.33075225544473,lages,SC
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,-29.17519237322801,-51.56925812204669,vale dos vinhedos,RS
3296662b1331dea51e744505065ae889,15805,catanduva,SP,-21.12241501822202,-48.96331895137841,catanduva,SP
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,-23.711851451612144,-46.41244149883675,ribeirao pires,SP
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,-23.636027323303832,-46.713002500990385,sao paulo,SP
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,-21.24564991547182,-48.31790069625641,jaboticabal,SP
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,-22.4299509636415,-50.20543406742506,echapora,SP
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,-23.628427408330086,-46.87058604050327,cotia,SP
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,-27.214586575753973,-49.637725417940445,rio do sul,SC
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,-23.59383917278593,-46.61645866896797,sao paulo,SP
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,-23.505547950176677,-47.46970526393222,sorocaba,SP
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.83791177652518,-43.322271046058205,rio de janeiro,RJ
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,-21.35993680296325,-48.07391298482993,pradopolis,SP
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-22.985312022606553,-43.20414276378719,rio de janeiro,RJ
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,-23.52728844957164,-46.64016432350874,sao paulo,SP
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,-22.75411758328793,-42.88883553024611,itaborai,RJ
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,-23.63519167113765,-46.77249597850784,sao paulo,SP
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,-20.821706801126325,-49.492487237585365,mirassol,SP
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,-23.6739154838235,-46.5381574228735,santo andre,SP
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,-21.294953796324272,-50.34326735573279,birigui,SP
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,-23.543150156894836,-46.490101309522785,sao paulo,SP
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-19.836057733815164,-43.94538236770012,belo horizonte,MG
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-22.88659325431333,-43.26783420069855,rio de janeiro,RJ
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-22.90742646003482,-43.22111290328188,rio de janeiro,RJ
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,-21.75732063771276,-48.82974353343716,ibitinga,SP
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,-22.920186332834536,-45.46440222679634,pindamonhangaba,SP
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-23.57289853249542,-46.65924739236762,sao paulo,SP
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.67568027378032,-50.4375555298538,assis,SP
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,-22.69294884489288,-46.98287754029338,jaguariuna,SP
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,-21.790782716262665,-48.185502465188435,araraquara,SP
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,-22.339397511937925,-41.75630392529992,macae,RJ
62760d278921b5f352461620d68a9cee,13320,salto,SP,-23.202746267669983,-47.295866446946924,salto,SP
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,-22.392136581834077,-47.57768122006809,rio claro,SP
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,-23.320821130920265,-51.14179623490432,londrina,PR
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,-23.5048912112042,-46.72658804974733,sao paulo,SP
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-21.17953956854023,-47.80859764825491,ribeirao preto,SP
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,-22.84373140637614,-43.30242672582638,rio de janeiro,RJ
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.69337082687344,-45.25976867138686,tres coracoes,MG
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,-23.6127344506858,-46.598134183130796,sao paulo,SP
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,-20.693537430599775,-50.042499092685674,nhandeara,SP
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,-21.75732063771276,-48.82974353343716,ibitinga,SP
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,-23.533798010777907,-46.51787272388276,sao paulo,SP
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,-15.832786657811656,-47.94636739374683,brasilia,DF
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,-23.498520694082107,-46.85053707630061,barueri,SP
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-23.545598238423416,-46.64145267015315,sao paulo,SP
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,-28.357506793762706,-49.288673597165094,orleans,SC
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,-15.827493762553393,-47.92443250257792,brasilia,DF
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-23.472814658449074,-46.600729145013894,sao paulo,SP
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-23.50398483876719,-46.6256721599388,sao paulo,SP
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,-15.66015569626835,-56.051496811618414,cuiaba,MT
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,-22.033506163362237,-47.908924834284264,sao carlos,SP
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,-23.541028179008823,-46.63832469496941,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.548689156518982,-46.56553813802192,sao paulo,SP
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.92401542829238,-43.213547671608914,rio de janeiro,RJ
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,-24.296024477069246,-53.3145970174448,formosa do oeste,PR
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-22.930711174851965,-43.68946380025854,rio de janeiro,RJ
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.9378287823699,-46.35659153288517,santos,SP
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,-23.539899237124583,-46.54740652791638,sao paulo,SP
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,-14.43073368841814,-49.7106029180799,santa terezinha de goias,GO
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-25.444532403869694,-49.329172989634834,curitiba,PR
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,-23.565855116526443,-46.43493844446316,sao paulo,SP
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,-28.87190543829348,-52.180111441190874,arvorezinha,RS
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,-23.663855154832145,-46.6857921780803,sao paulo,SP
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-21.201064692224882,-47.80236637602176,ribeirao preto,SP
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,-21.00463525274551,-42.72034572426051,guiricema,MG
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,-29.173299048379477,-51.15178971474723,caxias do sul,RS
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,-8.285133447365824,-35.97077216910167,caruaru,PE
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-25.425730165257566,-49.253916412231625,curitiba,PR
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,-20.528619284338824,-47.38740999652929,franca,SP
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-25.483878697680183,-49.272408707514224,curitiba,PR
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,-12.979401136116152,-38.497417925350774,salvador,BA
b18dc380845b24038cfc48006478f099,9951,diadema,SP,-23.689006218373414,-46.590933120828744,diadema,SP
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,-23.49208198891801,-46.34993692750342,itaquaquecetuba,SP
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,-22.609897676638745,-48.79623698889816,lencois paulista,SP
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,-23.46417836336766,-46.53933533349212,guarulhos,SP
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,-23.57251800195737,-46.819952770036906,carapicuiba,SP
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,-14.518474806651268,-49.14209708875239,uruacu,GO
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,-26.91187688025883,-48.65639411001171,itajai,SC
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,-23.58355120189348,-46.53738366780584,sao paulo,SP
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,-23.58097414309849,-46.61831033162644,sao paulo,SP
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,-23.539657127270946,-46.6318842127058,sao paulo,SP
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,-25.458880971712055,-49.28489400818676,curitiba,PR
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,-22.929383785209307,-53.13587259427024,loanda,PR
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,-23.565561714195844,-46.58163873599627,sao paulo,SP
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,-21.8742882795038,-51.84496960410871,presidente venceslau,SP
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,-23.47747057032342,-46.68293028819837,sao paulo,SP
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,-23.428802653557174,-51.94819436139045,maringa,PR
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,-23.539175560135185,-46.63865415001012,sao paulo,SP
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,-23.56424786754298,-46.66405956794994,sao paulo,SP
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-19.924640007158544,-43.946121717904624,belo horizonte,MG
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,-23.53947676549785,-46.35846761483803,ferraz de vasconcelos,SP
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,-23.56925274057871,-46.61861697305809,sao paulo,SP
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,-22.600004259281896,-47.40712858731964,limeira,SP
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,-23.97231558492791,-46.31441392365002,santos,SP
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,-23.53770033773888,-46.8888839245842,barueri,SP
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-23.472814658449074,-46.600729145013894,sao paulo,SP
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,-20.437204870235007,-44.76203405975947,claudio,MG
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,-21.154639915189836,-47.80275271383767,ribeirao preto,SP
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,-22.9411555966564,-43.043134176624925,niteroi,RJ
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,-21.795711019289442,-50.879277765103,osvaldo cruz,SP
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,-23.54191207813006,-46.83721005347436,carapicuiba,SP
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,-23.53246342609349,-46.77954307516129,osasco,SP
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,-22.829351276710405,-43.01399541493803,sao goncalo,RJ
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,-15.95127425196516,-54.98521595207802,jaciara,MT
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,-26.992704286772554,-48.63215150489717,balneario camboriu,SC
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,-23.58911875974283,-46.63631366826862,sao paulo,SP
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,-26.827603296905576,-49.27037623408747,timbo,SC
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,-21.140244843952534,-47.79106291848945,ribeirao preto,SP
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,-23.568770707245974,-46.698109635231695,sao paulo,SP
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,-27.728956133348813,-52.536535128236906,jacutinga,RS
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,-3.758396168580586,-38.56817645033785,fortaleza,CE
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,-23.438736681339233,-46.42261867739057,guarulhos,SP
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,-23.46792290023141,-46.55076312380964,guarulhos,SP
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,-23.56892589286744,-46.372428309048416,ferraz de vasconcelos,SP
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,-21.132503677693613,-51.103186563082744,mirandopolis,SP
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,-26.280132640164325,-48.796517867432854,joinville,SC
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,-19.93710598538667,-43.97631024306516,belo horizonte,MG
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,-22.353827052221806,-49.1014713601243,bauru,SP
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,-23.303916909849313,-45.96265248801374,jacarei,SP
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,-23.275224884481876,-47.27700912423855,itu,SP
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,-25.406829674391112,-52.41264472955825,laranjeiras do sul,PR
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,-23.53804880179314,-46.50652035793251,sao paulo,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,-27.00447650803858,-51.15253710423868,videira,SC
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,-27.442895407783315,-48.40148110687639,florianopolis,SC
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,-23.690827005152517,-46.85549014198164,itapecerica da serra,SP
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,-6.837168594957803,-35.12688719306731,mamanguape,PB
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,-23.573100861060325,-46.415395875191386,sao paulo,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,-20.410060488150783,-42.89881690745697,ponte nova,MG
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,-24.185936255296784,-53.02562860417749,goioere,PR
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,-22.348013116995098,-48.784495697020546,pederneiras,SP
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,-23.547053538149346,-46.92972088164855,itapevi,SP
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,-16.651041561786958,-49.26760960542054,goiania,GO
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,-23.72576682594156,-46.68743068181804,sao paulo,SP
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,-22.881888435047646,-43.46899760400734,rio de janeiro,RJ
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,-23.539657127270946,-46.6318842127058,sao paulo,SP
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,-23.54154753142689,-46.57190644562642,sao paulo,SP
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,-29.16744881112399,-51.15483116731139,caxias do sul,RS
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,-23.656628837404302,-46.57486862673152,sao bernardo do campo,SP
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,-7.21946865312162,-35.89009882278153,campina grande,PB
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,-28.771317519978446,-50.46414800112312,estancia velha,RS
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,-22.47945755126941,-44.497006003882944,resende,RJ
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,-26.48669076477054,-49.081236121407464,jaragua do sul,SC
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,-23.49075874535679,-46.58336932471797,sao paulo,SP
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,-23.59701793763902,-46.74276541469741,sao paulo,SP
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,-23.01298650422646,-43.46551954103294,rio de janeiro,RJ
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,-23.51528265832235,-46.440756043913304,sao paulo,SP
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,-23.62911216427785,-46.732070759005055,sao paulo,SP
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,-27.528367115974632,-48.49191371378214,florianopolis,SC
